loan_amnt,int_rate,installment,annual_inc,dti,delinq_2yrs,term_int,grade_int,emp_length_int,home_ownership_int,verification_status_int,purpose_int,income_tax
15000,16.02,364.94,56000.0,0.43,0.0,1,2,-1,1,1,2,0.0
27000,9.75,570.36,160000.0,7.3,0.0,1,1,5,2,1,1,12000.0
3600,8.24,113.21,39000.0,16.03,1.0,0,1,3,1,2,1,0.0
18000,7.96,563.73,65000.0,24.82,0.0,0,0,3,0,2,1,0.0
10000,22.74,385.75,98500.0,18.32,2.0,0,4,10,0,1,1,7387.5
9500,10.15,307.21,61000.0,24.14,0.0,0,1,0,2,0,3,0.0
5000,9.17,159.4,25000.0,16.6,0.0,0,1,2,2,2,3,0.0
10000,12.73,335.65,55000.0,13.27,0.0,0,1,2,0,1,1,0.0
6500,13.67,221.12,32000.0,37.32,0.0,0,2,10,0,2,1,0.0
25000,11.55,550.45,33000.0,24.11,0.0,1,1,6,0,2,1,0.0
6850,12.49,229.13,47000.0,2.73,0.0,0,1,4,0,2,2,0.0
35000,7.21,1084.07,230000.0,14.66,0.0,0,0,9,0,2,1,17250.0
20000,15.31,479.06,50000.0,4.3,1.0,1,2,-1,0,0,3,0.0
5000,16.14,176.14,38900.0,8.45,0.0,0,2,10,2,2,8,0.0
6000,7.49,186.61,45000.0,3.55,1.0,0,0,10,1,1,1,0.0
5000,7.97,156.62,56000.0,24.2,0.0,0,0,2,1,2,3,0.0
8000,6.67,245.82,100000.0,26.0,0.0,0,0,10,0,1,1,7500.0
15000,24.5,435.89,55000.0,26.57,1.0,1,5,4,2,0,1,0.0
30000,7.89,938.57,110000.0,21.87,0.0,0,0,3,0,0,3,8250.0
5500,11.47,181.29,43680.0,7.88,1.0,0,1,0,0,0,2,0.0
15000,12.74,503.54,60000.0,28.2,1.0,0,2,2,2,2,1,0.0
20350,25.81,607.01,89000.0,17.29,0.0,1,4,4,1,0,2,6675.0
10000,12.98,336.85,59799.0,33.29,0.0,0,1,10,2,1,1,0.0
8625,9.17,274.96,28800.0,12.58,0.0,0,1,-1,0,2,3,0.0
10000,16.99,248.48,65000.0,28.99,0.0,1,3,2,2,1,1,0.0
15000,9.44,480.08,70000.0,13.73,0.0,0,1,4,2,1,1,5250.0
10200,24.08,293.91,90000.0,7.11,0.0,1,5,10,0,1,8,6750.0
9975,7.49,310.24,31080.0,20.66,0.0,0,0,-1,2,1,1,0.0
25000,17.57,629.01,117000.0,20.94,0.0,1,3,10,1,0,3,8775.0
10000,9.17,318.79,150000.0,5.07,1.0,0,1,10,1,2,1,11250.0
15000,6.72,461.24,67350.0,9.94,0.0,0,0,10,0,2,1,5051.25
8000,15.04,277.48,59500.0,30.66,1.0,0,2,3,0,1,3,0.0
13000,7.21,402.66,35624.0,31.81,0.0,0,0,0,2,2,1,0.0
11475,19.52,300.97,40000.0,29.52,0.0,1,4,0,0,2,0,0.0
9550,12.99,321.74,57000.0,29.01,1.0,0,2,10,2,2,1,0.0
36000,10.42,772.36,170000.0,9.06,0.0,1,1,0,2,1,3,12750.0
17800,13.59,410.41,73008.0,13.84,0.0,1,2,0,0,1,1,5475.599999999999
6600,18.24,239.41,36000.0,18.47,0.0,0,3,2,1,0,1,0.0
11400,13.79,115.86,63000.0,20.11,0.0,0,2,10,0,0,3,0.0
20000,11.53,659.81,55000.0,7.8,0.0,0,1,8,2,1,1,0.0
3000,6.46,91.9,45000.0,20.77,3.0,0,0,8,0,1,1,0.0
22000,16.02,535.24,66400.0,11.46,0.0,1,2,10,0,1,1,4980.0
25950,11.98,861.67,180000.0,11.07,1.0,0,1,10,2,2,0,13500.0
7500,14.08,256.63,35000.0,20.75,0.0,0,2,-1,2,2,1,0.0
6000,8.24,188.69,48000.0,7.15,0.0,0,1,10,1,1,3,0.0
6000,6.99,185.24,80000.0,10.89,0.0,0,0,10,2,2,0,6000.0
10000,20.39,267.12,41000.0,38.0,0.0,1,3,3,2,2,1,0.0
35000,17.09,871.54,81600.0,26.78,0.0,1,3,10,2,2,1,6120.0
10000,12.29,333.53,80000.0,20.43,0.0,0,2,1,2,0,3,6000.0
10000,11.14,328.06,50000.0,12.81,1.0,0,1,-1,0,1,1,0.0
13200,19.72,488.68,61000.0,9.07,0.0,0,3,10,0,0,3,0.0
10000,10.75,326.21,56000.0,8.62,0.0,0,1,-1,1,0,2,0.0
35000,13.56,1188.76,165000.0,14.88,0.0,0,2,-1,1,1,1,12375.0
4475,15.99,157.31,99200.0,1.48,0.0,0,3,7,0,1,1,7440.0
13600,20.0,360.32,40290.0,34.05,0.0,1,3,6,2,2,1,0.0
25000,7.62,779.04,98387.0,23.03,0.0,0,0,10,0,0,1,7379.025
13000,11.53,428.88,50000.0,19.99,0.0,0,1,0,1,2,3,0.0
3000,25.34,119.82,48000.0,21.3,0.0,0,4,-1,2,2,8,0.0
7200,11.44,237.23,27000.0,7.73,0.0,0,1,3,2,1,3,0.0
18000,11.98,597.69,43000.0,27.21,0.0,0,1,-1,2,0,1,0.0
15000,15.99,527.29,75000.0,29.04,0.0,0,2,1,0,1,6,5625.0
2000,6.71,61.49,20000.0,4.32,0.0,0,0,9,0,0,1,0.0
4800,13.59,163.1,53000.0,21.33,0.0,0,2,6,0,2,0,0.0
13200,14.99,313.96,63000.0,4.38,0.0,1,2,5,0,2,1,0.0
2000,14.65,68.99,26772.0,27.57,0.0,0,2,8,2,1,1,0.0
16000,7.97,501.17,110114.0,17.79,0.0,0,0,10,2,1,1,8258.55
4800,14.08,164.24,87200.0,18.62,1.0,0,2,2,0,1,1,6540.0
17100,18.92,442.84,40755.0,17.84,1.0,1,3,7,2,1,1,0.0
10000,5.32,301.15,92000.0,13.16,0.0,0,0,5,2,2,1,6900.0
10000,13.59,339.79,40000.0,34.74,0.0,0,2,1,2,1,1,0.0
9500,6.07,289.31,200000.0,16.26,0.0,0,0,8,0,2,7,15000.0
10000,7.35,310.38,209000.0,5.84,3.0,0,0,6,0,1,10,15675.0
2500,9.44,80.02,48516.0,17.36,0.0,0,1,10,0,1,0,0.0
20000,7.89,625.72,67000.0,12.18,0.0,0,0,6,2,0,3,5025.0
20000,14.65,689.89,145000.0,8.27,0.0,0,2,4,2,0,1,10875.0
13550,24.84,537.6,29719.0,38.45,0.0,0,4,-1,2,2,0,0.0
25200,14.46,592.39,71300.0,23.28,0.0,1,2,-1,2,1,3,5347.5
35000,16.02,851.51,82000.0,10.22,0.0,1,2,-1,0,0,1,6150.0
10000,15.88,350.98,49000.0,21.06,0.0,0,2,10,0,1,1,0.0
16000,13.33,366.76,45000.0,12.19,0.0,1,2,2,2,0,1,0.0
3000,10.75,97.87,28000.0,30.85,0.0,0,1,10,1,0,1,0.0
8000,19.92,296.99,60000.0,18.96,0.0,0,3,0,2,1,4,0.0
5275,18.25,191.37,50000.0,5.52,0.0,0,3,9,2,0,5,0.0
3200,10.25,103.64,77000.0,4.91,1.0,0,1,10,0,2,2,5775.0
15375,13.33,352.44,110000.0,20.18,4.0,1,2,2,0,2,3,8250.0
6000,14.47,206.44,42000.0,18.69,0.0,0,2,9,2,1,3,0.0
15000,6.08,456.88,65000.0,13.16,0.0,0,0,10,2,2,3,0.0
12000,11.99,398.52,45000.0,24.13,1.0,0,1,2,2,0,1,0.0
11975,6.62,367.68,100000.0,14.35,1.0,0,0,5,0,2,3,7500.0
12000,6.92,370.09,71000.0,15.82,0.0,0,0,10,0,1,1,5325.0
40000,16.02,973.15,100000.0,6.75,0.0,1,2,2,2,1,1,7500.0
16000,15.02,380.81,15000.0,14.16,0.0,1,2,-1,2,2,1,0.0
15000,11.39,493.86,108000.0,14.6,0.0,0,1,10,2,1,1,8100.0
7600,9.17,242.28,31000.0,12.87,0.0,0,1,10,1,1,1,0.0
14400,13.58,331.94,170000.0,11.06,0.0,1,2,10,0,1,1,12750.0
12800,5.32,385.47,72000.0,15.75,0.0,0,0,10,0,1,1,5400.0
12000,17.86,303.81,65000.0,17.87,1.0,1,3,7,1,0,1,0.0
15000,16.02,527.51,120000.0,12.37,0.0,0,2,10,2,1,1,9000.0
9175,11.14,300.99,51811.0,23.42,0.0,0,1,8,2,2,1,0.0
28000,17.09,697.23,97000.0,21.56,0.0,1,3,1,0,2,3,7275.0
37000,6.11,1127.46,124200.0,24.83,0.0,0,0,8,0,1,3,9315.0
5000,18.06,180.92,30965.0,13.76,2.0,0,3,10,0,0,6,0.0
25000,21.85,952.83,190000.0,14.28,0.0,0,3,4,2,1,1,14250.0
25000,14.46,860.04,65000.0,26.14,0.0,0,2,4,2,0,1,0.0
38000,7.35,758.74,168000.0,3.89,0.0,1,0,3,0,1,0,12600.0
24650,8.9,510.5,70000.0,1.58,0.0,1,0,-1,0,0,2,5250.0
10000,8.81,317.12,60000.0,32.72,0.0,0,0,-1,2,0,1,0.0
6500,10.91,212.53,35000.0,14.95,0.0,0,1,6,2,2,3,0.0
20000,8.9,635.07,63000.0,22.48,0.0,0,0,2,2,1,1,0.0
21000,14.27,491.58,90000.0,8.76,2.0,1,2,0,0,0,3,6750.0
18775,14.48,646.08,53000.0,21.9,0.0,0,2,0,0,2,1,0.0
30000,11.44,658.88,110000.0,15.26,0.0,1,1,2,0,1,1,8250.0
13000,11.99,431.73,60000.0,5.88,0.0,0,1,0,2,2,1,0.0
3500,8.24,110.07,100000.0,7.48,0.0,0,1,2,1,2,7,7500.0
12000,5.32,361.38,70000.0,20.9,0.0,0,0,1,0,2,0,5250.0
20400,19.52,535.05,52000.0,12.21,1.0,1,3,2,2,1,1,0.0
12000,5.31,361.33,52000.0,6.25,0.0,0,0,3,2,2,3,0.0
24000,14.99,570.84,53000.0,24.09,0.0,1,2,3,2,1,1,0.0
14350,16.99,511.55,70000.0,34.44,0.0,0,3,10,1,1,7,5250.0
14000,23.99,402.68,65000.0,26.37,0.0,1,4,1,2,1,3,0.0
40000,9.93,1289.38,145350.0,1.15,0.0,0,1,5,1,0,2,10901.25
10000,19.92,371.23,100000.0,10.41,1.0,0,3,5,0,2,2,7500.0
6000,5.32,180.69,130000.0,8.1,0.0,0,0,7,2,1,1,9750.0
9600,6.68,295.02,85000.0,0.99,1.0,0,0,7,0,2,2,6375.0
6000,7.21,185.84,50000.0,27.65,0.0,0,0,8,2,2,9,0.0
1000,6.71,30.75,14000.0,15.01,0.0,0,0,10,2,2,0,0.0
19000,19.03,493.19,45000.0,23.31,0.0,1,3,-1,2,0,1,0.0
12000,7.66,374.16,65000.0,13.31,0.0,0,0,3,0,2,1,0.0
25000,14.46,860.04,214000.0,4.96,0.0,0,2,8,2,1,5,16050.0
5000,11.49,164.86,42000.0,23.4,0.0,0,1,10,0,1,1,0.0
5000,17.57,179.69,45000.0,6.83,0.0,0,3,1,2,0,3,0.0
19800,18.49,508.09,55000.0,19.28,0.0,1,4,9,0,1,1,0.0
30000,13.11,684.29,93500.0,25.16,0.0,1,1,0,2,0,1,7012.5
21000,11.47,692.2,106000.0,18.05,0.0,0,1,3,0,2,1,7950.0
35000,17.86,886.11,85000.0,34.93,2.0,1,3,10,1,0,1,6375.0
21600,26.49,653.0,52000.0,32.75,0.0,1,5,10,0,0,1,0.0
12000,21.45,327.69,65000.0,15.95,1.0,1,3,6,0,0,1,0.0
13250,22.9,372.77,57231.0,12.04,2.0,1,4,10,2,0,0,0.0
19200,8.24,603.79,75791.0,11.7,0.0,0,1,8,2,2,3,5684.325
6000,9.44,192.03,38000.0,8.12,0.0,0,1,2,2,2,1,0.0
22000,19.91,816.6,70000.0,18.24,1.0,0,4,6,0,1,1,5250.0
18000,7.21,557.52,85000.0,13.06,0.0,0,0,5,0,2,1,6375.0
6400,7.24,198.32,65000.0,16.36,1.0,0,0,10,0,2,1,0.0
28000,17.57,704.49,121000.0,10.78,1.0,1,3,9,1,0,3,9075.0
14000,27.79,577.51,38000.0,20.66,1.0,0,5,0,2,1,5,0.0
24000,17.09,597.63,115000.0,9.31,1.0,1,3,3,0,1,1,8625.0
5000,16.46,176.93,18000.0,21.8,0.0,0,2,4,2,0,3,0.0
4800,20.89,180.57,64000.0,10.99,1.0,0,3,2,2,2,1,0.0
30000,9.16,956.23,175000.0,9.12,0.0,0,1,1,0,1,3,13125.0
30000,8.39,945.5,170000.0,13.13,1.0,0,1,9,1,1,3,12750.0
16100,19.03,590.41,35000.0,16.94,0.0,0,3,1,2,1,1,0.0
7000,10.49,227.49,107400.0,21.79,0.0,0,1,8,0,2,1,8055.0
6500,13.33,220.05,36000.0,6.63,0.0,0,2,-1,2,0,3,0.0
2000,12.05,66.48,95000.0,34.88,0.0,0,2,10,0,1,3,7125.0
3500,6.92,107.95,80000.0,10.07,0.0,0,0,1,0,2,3,6000.0
16000,12.49,535.19,55000.0,6.98,0.0,0,1,-1,2,1,1,0.0
4200,7.56,130.77,30160.0,44.49,0.0,0,0,0,2,1,1,0.0
24000,9.75,771.6,86250.0,31.02,0.0,0,1,7,0,1,1,6468.75
2500,12.62,83.78,45000.0,1.39,1.0,0,2,-1,0,1,1,0.0
24000,10.91,784.71,106000.0,14.46,0.0,0,1,10,2,1,3,7950.0
40000,7.97,1252.91,167182.0,6.53,1.0,0,0,10,0,0,1,12538.65
25000,10.99,818.35,80000.0,13.04,0.0,0,1,10,0,1,3,6000.0
30000,10.99,982.02,78000.0,26.09,0.0,0,1,10,0,0,3,5850.0
30800,13.67,711.41,140000.0,13.98,2.0,1,2,4,0,0,1,10500.0
10000,14.09,342.22,78000.0,8.11,0.0,0,1,0,2,0,3,5850.0
15000,16.02,527.51,45000.0,30.16,2.0,0,2,10,2,0,1,0.0
10000,7.89,312.86,70000.0,15.92,0.0,0,0,5,0,1,3,5250.0
22500,19.19,586.02,45000.0,18.51,0.0,1,4,10,0,1,1,0.0
3500,5.32,105.41,28000.0,4.37,0.0,0,0,10,0,1,1,0.0
26000,15.99,632.14,52000.0,20.49,0.0,1,2,10,2,1,1,0.0
10000,18.94,366.26,40000.0,13.32,2.0,0,3,-1,0,2,1,0.0
6500,13.67,221.12,30000.0,23.4,1.0,0,2,9,0,1,1,0.0
12600,11.22,275.34,69163.68,12.96,0.0,1,1,10,0,0,1,5187.275999999999
24000,7.9,750.97,150000.0,5.52,1.0,0,0,10,1,2,1,11250.0
4000,10.49,130.0,57000.0,28.82,0.0,0,1,3,0,1,1,0.0
12000,13.49,276.06,56000.0,2.49,0.0,1,2,10,0,1,2,0.0
15000,12.49,337.4,70000.0,12.48,0.0,1,1,-1,0,1,3,5250.0
20000,11.53,659.81,45000.0,27.31,1.0,0,1,10,0,1,3,0.0
10000,24.37,289.84,60000.0,0.0,0.0,1,4,10,2,1,0,0.0
2675,14.31,91.83,28666.0,13.53,0.0,0,2,-1,2,0,0,0.0
12500,6.24,381.64,47500.0,21.55,0.0,0,0,1,2,1,3,0.0
35000,20.39,934.9,160000.0,14.92,0.0,1,3,7,2,1,1,12000.0
30000,17.09,1070.93,170000.0,8.54,0.0,0,3,3,2,1,0,12750.0
19375,13.11,653.85,50000.0,32.86,0.0,0,1,5,2,1,1,0.0
5200,6.03,158.27,95000.0,13.09,0.0,0,0,9,0,2,7,7125.0
16500,12.74,553.89,68392.0,39.36,0.0,0,2,10,0,0,1,5129.4
24000,13.56,552.98,60000.0,22.98,0.0,1,2,0,0,1,3,0.0
30000,13.56,1018.93,230000.0,13.36,0.0,0,2,10,0,0,1,17250.0
10000,11.99,332.1,70000.0,15.17,0.0,0,1,1,0,2,1,5250.0
7200,8.46,227.16,80000.0,0.87,0.0,0,0,0,2,2,3,6000.0
25000,17.57,629.01,60000.0,23.18,0.0,1,3,5,1,0,1,0.0
8000,7.97,250.59,50000.0,15.96,0.0,0,0,2,2,1,1,0.0
1600,19.92,59.4,30000.0,35.32,0.0,0,3,10,0,1,1,0.0
17500,10.07,372.43,62000.0,38.5,0.0,1,1,10,0,2,1,0.0
35000,11.99,1162.34,235000.0,7.56,2.0,0,1,3,0,1,2,17625.0
12000,14.08,410.6,50000.0,17.93,0.0,0,2,3,2,1,1,0.0
14000,14.33,480.74,45000.0,7.68,0.0,0,2,8,2,2,1,0.0
15000,14.03,512.89,90000.0,15.76,0.0,0,2,2,2,1,3,6750.0
8000,14.33,274.71,81000.0,9.85,1.0,0,2,5,2,1,7,6075.0
4000,6.46,122.53,83000.0,20.05,0.0,0,0,0,2,2,3,6225.0
4000,5.31,120.45,34000.0,10.45,0.0,0,0,2,2,2,3,0.0
13250,18.24,338.2,37000.0,22.51,2.0,1,3,10,2,1,7,0.0
3000,7.97,93.97,37000.0,5.22,4.0,0,0,10,0,0,1,0.0
6000,16.29,211.81,85000.0,4.69,0.0,0,3,10,0,0,2,6375.0
2000,8.18,62.84,30000.0,16.16,1.0,0,1,7,2,1,4,0.0
6000,7.97,187.94,40000.0,19.38,0.0,0,0,3,0,0,5,0.0
5000,10.99,163.67,57000.0,18.11,0.0,0,1,0,0,1,3,0.0
7800,11.49,257.18,53000.0,23.41,0.0,0,1,8,0,0,1,0.0
5000,7.9,156.46,48000.0,23.65,0.0,0,0,4,0,1,1,0.0
3000,14.47,103.22,63000.0,21.16,0.0,0,2,9,2,0,8,0.0
20000,13.56,460.82,69000.0,6.64,0.0,1,2,5,0,1,1,5175.0
21600,9.16,450.06,90000.0,29.01,0.0,1,1,9,2,2,1,6750.0
11000,10.08,355.36,107000.0,3.58,0.0,0,1,10,1,1,3,8025.0
38000,7.35,1179.43,51000.0,21.2,0.0,0,0,7,0,0,1,0.0
16000,14.47,376.21,180000.0,12.85,1.0,1,2,3,0,1,3,13500.0
10000,9.49,320.29,45545.0,28.82,0.0,0,1,4,2,1,3,0.0
12000,16.02,291.95,35000.0,17.63,0.0,1,2,2,1,1,1,0.0
40000,7.84,1250.51,90000.0,22.53,0.0,0,0,10,0,1,1,6750.0
24000,6.24,732.74,91000.0,25.75,0.0,0,0,2,0,2,1,6825.0
15000,11.53,494.86,175000.0,8.22,0.0,0,1,0,1,0,1,13125.0
25000,7.99,783.3,70000.0,14.88,0.0,0,0,1,1,1,1,5250.0
35000,19.03,908.5,110000.0,9.51,1.0,1,3,5,2,1,0,8250.0
20000,8.18,628.39,95000.0,6.97,0.0,0,1,10,0,0,3,7125.0
4000,8.18,125.68,40000.0,19.74,0.0,0,1,4,2,2,3,0.0
10000,6.99,308.73,52000.0,13.22,1.0,0,0,10,0,2,1,0.0
16225,12.12,361.91,67000.0,9.81,0.0,1,1,10,2,0,1,5025.0
17450,10.16,564.38,82000.0,21.75,0.0,0,1,7,0,2,1,6150.0
12000,15.31,287.44,73500.0,24.77,0.0,1,2,10,0,2,1,5512.5
10000,5.32,301.15,84000.0,27.04,0.0,0,0,2,0,2,1,6300.0
10000,17.57,359.38,30000.0,16.8,0.0,0,3,-1,2,0,1,0.0
2500,14.33,85.85,50366.0,23.11,0.0,0,2,6,2,1,1,0.0
8000,13.56,271.72,63500.0,18.75,2.0,0,2,2,0,1,1,0.0
5375,12.99,181.08,18500.0,28.75,0.0,0,1,-1,1,0,1,0.0
33500,10.41,1087.42,54000.0,12.2,0.0,0,1,0,2,0,1,0.0
13000,6.49,398.38,103000.0,6.93,0.0,0,0,2,2,1,1,7725.0
6000,16.14,211.36,90000.0,15.0,1.0,0,2,10,2,1,1,6750.0
1300,20.75,48.82,16000.0,45.76,0.0,0,4,4,1,0,6,0.0
16800,6.89,517.9,83000.0,30.91,0.0,0,0,9,0,2,3,6225.0
30000,10.56,975.93,74000.0,14.06,0.0,0,1,10,0,0,9,5550.0
3200,11.44,105.44,45000.0,32.91,0.0,0,1,10,2,2,0,0.0
10000,5.32,301.15,43000.0,11.22,0.0,0,0,10,0,1,3,0.0
6000,11.53,197.95,35000.0,9.12,0.0,0,1,5,2,1,1,0.0
3000,11.67,99.18,42000.0,10.54,0.0,0,1,10,1,2,1,0.0
29625,14.46,1019.15,78000.0,23.08,0.0,0,2,10,2,2,1,5850.0
22000,11.47,725.16,92000.0,27.62,1.0,0,1,10,0,0,1,6900.0
8400,12.12,279.49,65000.0,8.07,0.0,0,1,5,2,1,1,0.0
20000,10.72,652.13,144020.0,35.62,0.0,0,1,10,0,1,1,10801.5
18000,10.99,589.22,74000.0,6.91,0.0,0,1,10,0,1,1,5550.0
20000,15.8,484.24,52000.0,14.68,0.0,1,2,10,0,0,1,0.0
10000,10.07,212.82,87000.0,11.14,0.0,1,1,10,1,1,1,6525.0
10125,15.99,355.92,52140.0,13.95,0.0,0,2,4,2,1,1,0.0
3500,12.74,117.5,45000.0,12.77,0.0,0,2,9,2,1,7,0.0
2500,12.62,83.78,57000.0,11.28,0.0,0,2,10,2,2,3,0.0
8000,12.62,268.09,22000.0,13.21,0.0,0,2,7,1,1,2,0.0
19375,13.11,653.85,50000.0,24.33,0.0,0,1,4,2,1,1,0.0
7200,11.44,237.23,89000.0,14.83,0.0,0,1,10,2,1,6,6675.0
24000,12.62,541.42,155000.0,12.04,0.0,1,2,3,2,2,3,11625.0
15200,14.48,357.48,94618.0,30.2,0.0,1,2,7,0,1,3,7096.349999999999
30000,9.75,964.5,92000.0,21.69,0.0,0,1,7,0,1,1,6900.0
7400,9.93,238.54,35000.0,25.96,0.0,0,1,9,0,0,1,0.0
27000,11.49,890.23,70000.0,19.25,0.0,0,1,10,0,2,3,5250.0
24000,15.59,578.42,139992.0,11.14,4.0,1,2,5,2,2,4,10499.4
8000,6.49,245.16,71000.0,21.32,0.0,0,0,10,0,2,1,5325.0
5000,10.33,162.12,25000.0,31.63,0.0,0,1,-1,0,2,1,0.0
2200,11.71,72.77,86015.0,1.02,0.0,0,1,3,0,1,2,6451.125
17700,19.99,468.85,59000.0,30.76,2.0,1,3,10,1,2,0,0.0
10000,19.99,264.89,75000.0,6.21,0.0,1,4,10,2,1,1,5625.0
10000,16.55,246.12,35000.0,10.36,0.0,1,3,5,2,1,3,0.0
6000,12.35,200.3,40000.0,6.75,1.0,0,1,0,2,1,1,0.0
4000,7.39,124.23,82500.0,8.77,0.0,0,0,10,0,2,3,6187.5
16000,8.19,502.79,68000.0,12.67,0.0,0,0,8,0,2,3,5100.0
6375,12.29,212.63,63000.0,29.92,0.0,0,2,1,2,1,1,0.0
2200,13.99,75.19,22472.0,20.78,0.0,0,2,10,1,0,0,0.0
20000,14.08,466.2,82000.0,18.45,0.0,1,2,1,2,2,1,6150.0
7800,6.03,237.4,85000.0,19.7,0.0,0,0,3,0,1,1,6375.0
18000,16.91,446.48,64000.0,25.5,0.0,1,2,3,1,2,7,0.0
5000,19.41,130.84,32000.0,5.07,1.0,1,5,8,2,0,1,0.0
25000,12.62,563.98,33000.0,34.15,0.0,1,2,3,1,2,2,0.0
20000,17.47,717.75,75229.0,27.42,0.0,0,3,7,2,2,1,5642.175
12000,8.46,378.59,285000.0,4.18,0.0,0,0,2,2,1,0,21375.0
7000,10.99,229.14,30000.0,28.56,0.0,0,1,6,0,0,3,0.0
30000,15.99,1054.57,130000.0,25.79,0.0,0,2,10,1,2,1,9750.0
18000,19.72,474.09,62000.0,11.36,0.0,1,3,10,2,0,6,0.0
10075,14.98,349.16,45000.0,13.6,7.0,0,2,-1,2,0,1,0.0
20000,5.32,602.3,77400.0,18.31,0.0,0,0,10,0,2,3,5805.0
6025,16.02,211.89,130000.0,11.42,0.0,0,2,2,0,1,0,9750.0
11200,9.44,358.46,59196.0,20.8,0.0,0,1,-1,0,0,0,0.0
25000,13.67,577.44,75000.0,33.17,0.0,1,2,10,2,1,3,5625.0
12525,23.88,359.45,43000.0,32.15,1.0,1,4,-1,0,0,1,0.0
24000,14.99,570.84,64000.0,8.1,0.0,1,2,10,0,2,1,0.0
40000,9.93,1289.38,174000.0,24.89,0.0,0,1,2,0,2,1,13050.0
13000,15.49,453.78,45000.0,7.95,0.0,0,2,0,0,1,1,0.0
10000,10.42,324.65,42000.0,32.74,0.0,0,1,10,2,0,1,0.0
6600,16.02,232.11,60000.0,19.93,0.0,0,2,7,2,1,4,0.0
4000,14.46,137.61,56000.0,24.52,0.0,0,2,0,1,2,1,0.0
14700,18.25,375.29,51560.0,8.96,1.0,1,4,2,2,0,1,0.0
20000,6.11,609.44,77916.0,21.12,0.0,0,0,3,0,2,1,5843.7
5000,6.71,153.73,23400.0,4.46,0.0,0,0,-1,2,0,0,0.0
10000,10.99,327.34,78000.0,18.05,0.0,0,1,10,2,1,1,5850.0
10000,9.93,322.35,60000.0,28.74,0.0,0,1,4,1,2,1,0.0
1800,13.99,61.52,31000.0,13.89,0.0,0,2,1,1,1,1,0.0
12000,12.39,269.31,40000.0,25.2,0.0,1,2,10,0,2,3,0.0
15000,5.32,451.73,96000.0,25.8,0.0,0,0,4,2,2,1,7200.0
20000,5.32,602.3,150000.0,8.54,0.0,0,0,3,0,2,3,11250.0
24000,14.65,566.56,67583.0,18.28,0.0,1,2,10,0,1,1,5068.724999999999
35000,16.14,853.74,150000.0,17.3,1.0,1,2,10,0,1,1,11250.0
10000,9.44,320.05,75000.0,18.04,0.0,0,1,7,2,2,0,5625.0
12000,11.49,395.66,90000.0,14.94,0.0,0,1,2,2,1,1,6750.0
5000,17.09,178.49,80000.0,33.7,0.0,0,3,10,0,1,1,6000.0
20000,8.59,632.19,85000.0,3.52,0.0,0,0,10,0,2,3,6375.0
14000,10.99,458.28,67000.0,15.46,0.0,0,1,4,2,1,3,5025.0
7750,17.27,277.36,60000.0,4.16,0.0,0,2,10,2,2,1,0.0
12000,8.39,378.2,65000.0,22.14,0.0,0,1,0,2,1,1,0.0
20000,16.59,492.66,50000.0,30.53,1.0,1,3,1,2,0,1,0.0
7800,5.31,234.87,108000.0,8.26,0.0,0,0,7,2,2,1,8100.0
23000,9.62,738.05,68000.0,7.29,0.0,0,1,9,2,0,1,5100.0
20000,11.49,659.43,55000.0,7.99,0.0,0,1,1,2,1,1,0.0
25000,15.02,595.02,160000.0,7.1,0.0,1,2,10,0,1,0,12000.0
25000,8.46,512.44,225000.0,8.14,1.0,1,0,2,1,0,3,16875.0
16000,6.97,493.82,50000.0,16.03,0.0,0,0,3,0,2,1,0.0
13675,13.49,464.0,36000.0,17.4,0.0,0,2,10,2,0,1,0.0
20000,17.57,503.21,200000.0,20.87,0.0,1,3,10,0,1,1,15000.0
30000,20.39,1120.88,130000.0,6.88,1.0,0,3,2,0,2,1,9750.0
12000,13.67,408.22,90000.0,14.34,0.0,0,2,3,2,0,1,6750.0
30350,27.88,942.78,86000.0,13.55,0.0,1,6,10,2,0,1,6450.0
18000,10.99,589.22,160000.0,21.9,2.0,0,1,9,0,0,1,12000.0
14000,17.27,501.03,145000.0,9.16,0.0,0,2,3,0,1,1,10875.0
22500,14.49,774.37,75000.0,15.22,0.0,0,2,4,0,1,1,5625.0
22500,12.73,508.84,95000.0,18.2,0.0,1,1,7,0,2,1,7125.0
10000,13.56,339.65,53000.0,16.98,0.0,0,2,3,2,1,3,0.0
12000,9.17,382.55,40200.0,5.16,0.0,0,1,-1,0,1,1,0.0
2500,9.44,80.02,13000.0,31.58,1.0,0,1,3,2,1,1,0.0
16500,11.99,547.96,160000.0,8.11,3.0,0,1,10,0,0,1,12000.0
6000,12.74,201.42,50000.0,10.68,0.0,0,2,2,2,1,1,0.0
18000,16.02,437.92,52500.0,29.61,0.0,1,2,10,2,2,1,0.0
13000,14.33,304.72,62000.0,16.51,0.0,1,2,10,0,0,3,0.0
18000,7.84,363.6,59000.0,10.92,0.0,1,0,1,0,2,1,0.0
2000,13.67,68.04,32500.0,10.12,0.0,0,2,0,2,1,0,0.0
20000,7.89,404.48,55300.0,24.72,0.0,1,0,10,0,2,3,0.0
20000,10.47,429.59,121000.0,27.78,0.0,1,1,3,0,0,1,9075.0
24075,21.49,657.97,62000.0,18.56,0.0,1,3,10,0,0,1,0.0
4700,10.99,153.85,130000.0,7.08,0.0,0,1,10,2,1,3,9750.0
